valid_miles,transport_type,weight,origin_kma,destination_kma,hour,month,dayofyear,weekday,year,quarter,predicted_rate
4.53689136157183,VAN,5677.0,CA_SFR,CA_STK,5,11,318,4,2020,4,5.957683251775882
5.080472291630422,VAN,35000.0,PA_PHI,MD_BAL,5,11,318,4,2020,4,6.006433539098181
6.90495136389071,REEFER,40000.0,PA_ALL,FL_JAX,5,11,318,4,2020,4,3.102497115997496
5.080472291630422,VAN,35000.0,PA_PHI,MD_BAL,5,11,318,4,2020,4,6.006433539098181
6.403888722045408,VAN,33069.0,OK_TUL,AL_MOB,5,11,318,4,2020,4,2.4125959216038475
6.366281451605506,VAN,10350.0,GA_ATL,IN_IND,5,11,318,4,2020,4,1.6187131026689592
4.90527477843843,VAN,44000.0,OK_OKC,TX_DAL,5,11,318,4,2020,4,3.7187139142213264
5.8261770756692925,VAN,35000.0,PA_PHI,MA_BOS,5,11,318,4,2020,4,4.541301362843941
4.8154311238365946,VAN,44000.0,OK_OKC,TX_DAL,5,11,318,4,2020,4,4.013259042743259
4.873057640449997,VAN,35000.0,PA_PHI,MD_BAL,5,11,318,4,2020,4,7.68545274187952
5.080472291630422,VAN,35000.0,PA_PHI,MD_BAL,5,11,318,4,2020,4,6.006433539098181
6.619566404951045,VAN,19340.0,CA_SFR,AZ_PHO,5,11,318,4,2020,4,3.0389533903349926
6.5244429396963515,VAN,5790.0,AL_DEC,TX_DAL,5,11,318,4,2020,4,2.3538365961714196
6.434369961706884,VAN,19793.0,VA_WIN,IL_BLO,5,11,318,4,2020,4,2.0380570951118626
5.5534245741508075,FLATBED,46300.0,NC_CHA,GA_ATL,5,11,318,4,2020,4,2.5533430514978113
7.464733313759734,VAN,39137.0,NV_VEG,IL_CHI,5,11,318,4,2020,4,2.2410919082745058
6.415898585793537,VAN,24000.0,TN_KNO,WI_MIL,5,11,318,4,2020,4,1.929581667729906
7.508474651251968,VAN,39137.0,NV_VEG,IN_IND,5,11,318,4,2020,4,2.476287005499839
6.811112216655526,VAN,13562.0,TN_MEM,MD_BAL,5,11,318,4,2020,4,2.4323893622534176
6.811112216655526,VAN,13562.0,TN_MEM,MD_BAL,5,11,318,4,2020,4,2.4323893622534176
7.628045739620102,VAN,40994.0,OK_TUL,WA_SEA,5,11,318,4,2020,4,2.2116275206214553
7.057295388297802,VAN,42500.0,TX_ANT,TN_KNO,5,11,318,4,2020,4,2.427680016441413
7.6084638270690785,VAN,25000.0,TN_NAS,CA_LAX,5,11,318,4,2020,4,1.2098837633418844
6.872853239613476,VAN,42500.0,TX_ANT,TN_CHA,5,11,318,4,2020,4,2.7069960665086787
7.294044370073514,VAN,35000.0,CA_ONT,TX_HOU,5,11,318,4,2020,4,3.8312845477497155
7.220622500625523,VAN,35000.0,CA_ONT,TX_FTW,5,11,318,4,2020,4,3.892571016053412
6.595930755886945,VAN,14034.0,TN_CHA,TX_DAL,5,11,318,4,2020,4,2.8570371280360725
4.9999112896044675,VAN,35000.0,WA_SEA,OR_POR,5,11,318,4,2020,4,5.5594089454914775
4.9999112896044675,VAN,35000.0,WA_SEA,OR_POR,5,11,318,4,2020,4,5.5594089454914775
6.053100404925327,VAN,35000.0,WA_SEA,OR_MED,5,11,318,4,2020,4,2.2989612677350113
6.606001353496728,VAN,40994.0,OK_TUL,CO_DEN,5,11,318,4,2020,4,3.5093443493602106
6.6760754120352415,VAN,41640.0,TX_HOU,GA_ATL,5,11,318,4,2020,4,2.3809093853919148
7.057415843087302,VAN,35000.0,CA_ONT,WA_SEA,5,11,318,4,2020,4,3.7426594557591915
6.48494055116986,VAN,6375.0,OH_COL,TN_MEM,5,11,318,4,2020,4,2.1303451555711033
4.832305758571839,VAN,35000.0,PA_PHI,NJ_ELI,5,11,318,4,2020,4,6.160372312707614
6.685024163966688,VAN,27950.0,GA_ATL,TX_HOU,5,11,318,4,2020,4,2.0311909761854596
6.6760754120352415,VAN,41640.0,TX_HOU,GA_ATL,5,11,318,4,2020,4,2.3809093853919148
5.702782015053452,VAN,18000.0,MO_KAN,SD_SXF,5,11,318,4,2020,4,3.0476058072033303
7.862701190778441,VAN,40994.0,NY_BUF,CA_STK,5,11,318,4,2020,4,1.3114966997201396
7.862701190778441,VAN,40994.0,NY_BUF,CA_STK,5,11,318,4,2020,4,1.3114966997201396
6.936750858512779,VAN,40000.0,WI_MIL,MA_BOS,5,11,318,4,2020,4,3.864433156703056
7.0731934723325205,VAN,40994.0,NY_BUF,OK_TUL,5,11,318,4,2020,4,2.2339536472925783
6.6760754120352415,VAN,41640.0,TX_HOU,GA_ATL,5,11,318,4,2020,4,2.3809093853919148
7.485261483810275,VAN,43985.0,TX_HOU,MA_BOS,5,11,318,4,2020,4,2.4878810818226023
5.558448421673124,VAN,43635.0,TX_HOU,TX_DAL,5,11,318,4,2020,4,2.135180867182323
5.883600918228739,REEFER,15000.0,PA_PHI,PA_PIT,5,11,318,4,2020,4,3.7161869690020266
6.633173705239933,VAN,39612.0,NY_BUF,MO_STL,5,11,318,4,2020,4,2.127095064763969
6.77989915774615,FLATBED,46300.0,GA_ATL,WI_GRE,5,11,318,4,2020,4,1.9667624315347434
5.817111159963204,VAN,23950.0,TX_AUS,TX_LAR,5,11,318,4,2020,4,1.425413444001992
6.249202696018872,VAN,7144.0,OH_TOL,PA_ALL,5,11,318,4,2020,4,3.2716645931174746
7.866312055983413,VAN,35000.0,CA_ONT,PA_PHI,5,11,318,4,2020,4,3.208896940425068
6.581734207417565,VAN,44000.0,TN_NAS,VA_WIN,5,11,318,4,2020,4,3.2635985602332287
7.236440140156791,FLATBED,45500.0,GA_ATL,CO_DEN,5,11,318,4,2020,4,2.2965832695649087
6.685024163966688,VAN,27871.0,GA_ATL,TX_HOU,5,11,318,4,2020,4,2.0311909761854596
5.558448421673124,VAN,43635.0,TX_HOU,TX_DAL,5,11,318,4,2020,4,2.135180867182323
5.6131281063880705,VAN,14839.0,TX_DAL,TX_ANT,5,11,318,4,2020,4,1.9730226742298185
4.644006200966754,VAN,20000.0,MA_BOS,CT_HAR,5,11,318,4,2020,4,5.20282814296037
5.430222424054803,VAN,15421.0,TX_DAL,TX_ANT,5,11,318,4,2020,4,2.3209985854150164
4.200204907168087,VAN,22192.0,IL_CHI,IL_JOL,7,11,318,4,2020,4,5.425256922012085
5.602856601077416,VAN,21224.0,OH_TOL,IL_JOL,7,11,318,4,2020,4,2.2107530146665875
6.246029285682902,VAN,12000.0,AL_DEC,OK_OKC,7,11,318,4,2020,4,3.8044805708775455
4.894101477840304,VAN,13769.0,IL_RFD,IL_JOL,7,11,318,4,2020,4,3.5250075617826053
5.448890225027411,VAN,8032.0,WI_MAD,IL_JOL,8,11,318,4,2020,4,2.2835126568397643
7.552531238365497,VAN,5909.39990234375,GA_ATL,UT_SLC,9,11,318,4,2020,4,2.098159198476852
4.530446672677475,VAN,28653.0,NJ_ELI,PA_ALL,9,11,318,4,2020,4,4.458835398033646
5.817557470757927,VAN,16999.0,WI_EAU,IL_JOL,9,11,318,4,2020,4,2.203251259147419
5.202907198529725,VAN,8683.0,WI_MAD,IL_JOL,9,11,318,4,2020,4,2.8707777446207263
4.338597056826456,VAN,13120.0,PA_PHI,PA_ALL,10,11,318,4,2020,4,5.868041862762444
5.182906497911244,VAN,10922.0,IN_IND,IL_JOL,10,11,318,4,2020,4,3.285303402574454
5.6879917474121475,VAN,13514.0,OH_CIN,IL_JOL,10,11,318,4,2020,4,2.3829473420847664
4.406719247264253,VAN,11514.0,NJ_ELI,PA_ALL,10,11,318,4,2020,4,5.000782111118175
4.672080874145253,VAN,8938.0,PA_PHI,PA_ALL,10,11,318,4,2020,4,4.156605184265072
5.180659340243796,VAN,9250.0,IN_FTW,IL_JOL,10,11,318,4,2020,4,3.149929296771699
4.406719247264253,VAN,12776.0,NJ_ELI,PA_ALL,10,11,318,4,2020,4,4.853835844321155
5.727824429412939,VAN,18702.0,KY_LOU,IL_JOL,10,11,318,4,2020,4,2.4539566415827485
5.383577224510604,VAN,11268.0,IL_ROC,IL_JOL,10,11,318,4,2020,4,3.3193037482203387
5.12158022446514,VAN,44780.0,IL_ROC,IL_JOL,10,11,318,4,2020,4,4.1953215237316615
4.57574135958277,VAN,12544.0,NJ_ELI,PA_ALL,10,11,318,4,2020,4,4.3612524310050516
6.820976607513908,VAN,11925.2998046875,TN_NAS,FL_MIA,10,11,318,4,2020,4,3.1453877218206343
5.608005541652438,VAN,15839.0,OH_TOL,IL_JOL,10,11,318,4,2020,4,2.073128371450889
4.399375291753936,VAN,11644.0,NJ_ELI,PA_ALL,10,11,318,4,2020,4,5.085060198445401
7.58156669834462,VAN,16434.19921875,TN_NAS,CA_ONT,10,11,318,4,2020,4,1.5465611130709336
5.692654092181089,VAN,34865.0,MA_BOS,PA_ALL,11,11,318,4,2020,4,1.7684757223945853
4.330733340286331,VAN,10465.0,PA_PHI,PA_ALL,11,11,318,4,2020,4,5.476794029551733
5.582744100353518,VAN,38570.0,MO_STL,IL_JOL,11,11,318,4,2020,4,2.557235319389903
4.399375291753936,VAN,12345.0,NJ_ELI,PA_ALL,11,11,318,4,2020,4,4.90050595198304
4.894101477840304,VAN,21735.0,IL_RFD,IL_JOL,11,11,318,4,2020,4,3.5681478973188043
5.12158022446514,VAN,44541.0,IL_ROC,IL_JOL,11,11,318,4,2020,4,4.1536098487891575
7.520505522470053,VAN,7200.0,TN_KNO,AZ_PHO,11,11,318,4,2020,4,1.9101624903401413
5.608005541652438,VAN,17348.0,OH_TOL,IL_JOL,11,11,318,4,2020,4,2.154663057259661
6.1065773270092185,VAN,14310.0,TX_DAL,TX_LUB,11,11,318,4,2020,4,2.819559123592061
5.288267030694535,VAN,8581.0,IN_IND,IL_JOL,11,11,318,4,2020,4,2.932286644382265
5.608005541652438,VAN,14414.0,OH_TOL,IL_JOL,12,11,318,4,2020,4,2.145806433196852
5.173887322731103,VAN,5184.0,IN_TER,IL_JOL,12,11,318,4,2020,4,3.0513509679384105
5.303603358834598,VAN,18124.0,MI_RAP,IL_JOL,12,11,318,4,2020,4,2.820474875657497
4.423648327660611,VAN,21639.0,PA_PHI,PA_ALL,12,11,318,4,2020,4,5.075969274635939
5.180659340243796,VAN,8954.0,IN_FTW,IL_JOL,12,11,318,4,2020,4,3.114124860081926
5.2171072780231675,VAN,23872.0,IN_IND,IL_JOL,12,11,318,4,2020,4,2.903084418682807
5.608005541652438,VAN,9435.0,OH_TOL,IL_JOL,12,11,318,4,2020,4,2.2278343789234993
5.727824429412939,VAN,19540.0,KY_LOU,IL_JOL,12,11,318,4,2020,4,2.4551610024926593
5.443283123598578,VAN,24497.0,WI_GRE,IL_JOL,12,11,318,4,2020,4,2.7495106672326606
6.46552240868913,VAN,44000.0,IL_CHI,AR_LIT,12,11,318,4,2020,4,3.308459828302677
5.005957724985585,VAN,10818.0,NY_BRN,PA_ALL,12,11,318,4,2020,4,4.29585572696905
6.590973885299784,VAN,40258.3984375,PA_PIT,TN_CHA,12,11,318,4,2020,4,2.7746597187130417
7.604396348796338,VAN,40000.0,TN_CHA,AZ_PHO,12,11,318,4,2020,4,1.5142274160876001
7.045576225391721,VAN,17400.0,CA_ONT,WA_SEA,12,11,318,4,2020,4,3.203236511365305
6.127087514216241,VAN,44000.0,IL_CHI,TN_MEM,12,11,318,4,2020,4,3.0925385989972827
6.866203839098966,VAN,44000.0,IL_CHI,TX_DAL,12,11,318,4,2020,4,2.82555950184164
4.346399417500188,REEFER,6114.0,CA_ONT,CA_LAX,12,11,318,4,2020,4,7.2955069672251796
5.244916622012459,VAN,6053.0,IN_FTW,IL_JOL,12,11,318,4,2020,4,2.9357334998045754
5.6691909877643205,VAN,41094.0,MO_STL,IL_JOL,12,11,318,4,2020,4,2.657751102500769
6.036198849265673,VAN,6889.0,OH_CLE,IL_JOL,12,11,318,4,2020,4,2.130706903741038
5.683919866313148,VAN,25496.0,MA_BOS,PA_ALL,12,11,318,4,2020,4,1.6943282929224555
5.244916622012459,VAN,6765.0,IN_FTW,IL_JOL,12,11,318,4,2020,4,2.958752590750534
4.394449154672439,VAN,16276.0,PA_HAR,PA_ALL,13,11,318,4,2020,4,5.12946753485285
5.681536844906169,VAN,14577.0,OH_CIN,IL_JOL,13,11,318,4,2020,4,2.4036361877528765
6.441105978617285,VAN,15750.0,TX_DAL,TX_ELP,13,11,318,4,2020,4,1.1284467330806025
5.182906497911244,VAN,12356.0,IN_IND,IL_JOL,13,11,318,4,2020,4,3.2537278313225944
5.420313722350947,VAN,15743.0,MI_RAP,IL_JOL,13,11,318,4,2020,4,2.7299363157994643
4.5141508210265275,VAN,18811.0,NJ_ELI,PA_ALL,13,11,318,4,2020,4,4.571655782844511
5.608005541652438,VAN,18738.0,OH_TOL,IL_JOL,13,11,318,4,2020,4,2.165434079856066
5.12158022446514,VAN,44780.0,IL_ROC,IL_JOL,13,11,318,4,2020,4,4.237475697820242
6.938497817906733,VAN,5950.0,SC_COL,OK_OKC,13,11,318,4,2020,4,2.1957394788002413
7.614839854396901,VAN,8700.0,CA_ONT,AL_MON,13,11,318,4,2020,4,3.4349060659223785
7.61866377233174,VAN,26097.0,CA_LAX,AL_MON,13,11,318,4,2020,4,3.376605105960412
7.750666439219875,VAN,16248.0,CA_STK,AL_MON,13,11,318,4,2020,4,3.0103843785717066
3.643097237498396,VAN,42000.0,CA_ONT,CA_LAX,13,11,318,4,2020,4,11.09156620033184
5.933252650298283,VAN,7239.0,VA_ROA,GA_ATL,13,11,318,4,2020,4,3.07584807805542
5.9533212501595285,VAN,11312.0,IA_DUB,MI_RAP,13,11,318,4,2020,4,3.5185995804896155
5.244916622012459,VAN,6313.0,IN_FTW,IL_JOL,13,11,318,4,2020,4,2.9645361446199896
5.727824429412939,VAN,18312.0,KY_LOU,IL_JOL,13,11,318,4,2020,4,2.549410427483334
4.3969152095844075,VAN,14169.0,NJ_ELI,PA_ALL,13,11,318,4,2020,4,5.370411793113051
5.244916622012459,VAN,7811.0,IN_FTW,IL_JOL,14,11,318,4,2020,4,2.9707324846807137
4.650334764195399,VAN,23985.0,WI_MIL,IL_JOL,14,11,318,4,2020,4,4.222194859562161
4.5141508210265275,VAN,17402.0,NJ_ELI,PA_ALL,14,11,318,4,2020,4,4.715121445627437
7.048099698593456,VAN,13549.599609375,CA_ONT,WA_SEA,14,11,318,4,2020,4,3.262999271189299
5.6879917474121475,VAN,9730.0,OH_CIN,IL_JOL,14,11,318,4,2020,4,2.391222313632788
5.182906497911244,VAN,11361.0,IN_IND,IL_JOL,14,11,318,4,2020,4,3.414322655660459
5.12158022446514,VAN,44780.0,IL_ROC,IL_JOL,14,11,318,4,2020,4,4.3317592935989655
5.084505142662711,VAN,19748.0,IN_IND,IL_JOL,14,11,318,4,2020,4,3.1832668531722836
5.853466055957368,VAN,19243.0,MA_BOS,PA_ALL,14,11,318,4,2020,4,1.6766605583729606
7.348587530927593,VAN,44000.0,KY_LEX,TX_ELP,14,11,318,4,2020,4,1.8295244653467648
5.101328806156635,VAN,8883.0,VA_WIN,PA_ALL,14,11,318,4,2020,4,4.413205679012697
6.107913346169752,VAN,14131.0,ME_AUG,PA_ALL,14,11,318,4,2020,4,2.0743046923358834
7.334277158302339,VAN,20000.0,TX_FTW,NV_REN,14,11,318,4,2020,4,2.1607567921648383
7.750666439219875,VAN,6063.0,CA_STK,AL_MON,14,11,318,4,2020,4,2.740527139187564
6.9858730582460895,VAN,11014.0,CA_ONT,WA_SEA,14,11,318,4,2020,4,3.8102148073315405
6.938497817906733,VAN,8120.0,SC_COL,OK_OKC,14,11,318,4,2020,4,2.327829587313321
6.092892367312143,VAN,44678.12890625,PA_ALL,OH_COL,14,11,318,4,2020,4,2.4063122012394222
5.74556396964612,VAN,16353.0,MA_BOS,PA_ALL,14,11,318,4,2020,4,1.7292524550669495
7.61866377233174,VAN,17398.0,CA_LAX,AL_MON,14,11,318,4,2020,4,3.4440857341796702
5.244916622012459,VAN,6677.0,IN_FTW,IL_JOL,14,11,318,4,2020,4,2.977571782260287
5.084505142662711,VAN,9967.0,IN_IND,IL_JOL,14,11,318,4,2020,4,3.156820113324316
5.626541438270373,VAN,11836.0,PA_PIT,PA_ALL,14,11,318,4,2020,4,3.0011868758280977
5.28426918486623,VAN,8490.0,OH_COL,IN_IND,15,11,318,4,2020,4,3.5212608492018433
5.939407780968656,VAN,8676.0,OH_COL,KY_BOW,15,11,318,4,2020,4,2.893896789319803
7.322754786648903,VAN,6229.0,OH_TOL,TX_LAR,15,11,318,4,2020,4,2.0314496292662167
5.371474853128126,VAN,21000.0,PA_HAR,PA_ERI,15,11,318,4,2020,4,3.5370248929128936
7.431270024936644,VAN,12732.0,CA_STK,OK_OKC,15,11,318,4,2020,4,2.6388905507790548
6.919061121523187,VAN,24958.0,CA_ONT,CO_DEN,15,11,318,4,2020,4,2.9285558286765236
7.708154654084941,VAN,15130.0,CA_ONT,OH_TOL,15,11,318,4,2020,4,3.008469494780206
5.567580806848483,VAN,15785.0,TX_DAL,TX_LUB,15,11,318,4,2020,4,2.9173811480029888
4.3969152095844075,VAN,15274.0,NJ_ELI,PA_ALL,15,11,318,4,2020,4,5.417926987803127
5.2171072780231675,VAN,7889.0,IN_IND,IL_JOL,16,11,318,4,2020,4,2.9308555696250864
7.627072043944047,VAN,10000.0,CA_LAX,IN_IND,16,11,318,4,2020,4,2.841848148807172
5.2171072780231675,VAN,44228.0,IN_IND,IL_JOL,16,11,318,4,2020,4,2.9467278426797616
6.891808799710499,VAN,18885.0,OK_OKC,AZ_PHO,16,11,318,4,2020,4,2.27866604579566
7.672120132966649,VAN,11463.0,CA_FRS,IN_IND,16,11,318,4,2020,4,2.705578687731708
3.7305011471006657,REEFER,34000.0,CA_ONT,CA_LAX,16,11,318,4,2020,4,10.895712937736711
4.93806460126142,VAN,36625.0,PA_HAR,PA_ALL,16,11,318,4,2020,4,3.33762770623645
5.99615354874404,VAN,10846.0,OH_CLE,IL_JOL,17,11,318,4,2020,4,2.096915548454254
5.208392675714567,VAN,35388.0,TX_FTW,OK_OKC,17,11,318,4,2020,4,4.633582269941705
5.208392675714567,VAN,32502.0,TX_FTW,OK_OKC,17,11,318,4,2020,4,4.581972004954864
7.4471100630985365,VAN,12609.0,ND_FAR,CA_LAX,17,11,318,4,2020,4,2.240730209118444
6.967325231779203,VAN,26353.0,CT_HAR,AL_DEC,17,11,318,4,2020,4,1.9925959618804183
6.444242549909695,VAN,8000.0,PA_PIT,MO_STL,17,11,318,4,2020,4,2.197332076481709
6.830172017940159,VAN,23905.0,TN_NAS,TX_ANT,17,11,318,4,2020,4,2.825166560007596
7.037422924214169,VAN,42000.0,CA_LAX,WA_SEA,17,11,318,4,2020,4,3.4841589314139196
7.037422924214169,VAN,42000.0,CA_LAX,WA_SEA,17,11,318,4,2020,4,3.4841589314139196
6.726353269977619,VAN,44500.0,MA_BOS,MI_RAP,17,11,318,4,2020,4,1.6895109492044957
5.9533212501595285,VAN,11312.0,IA_DUB,MI_RAP,17,11,318,4,2020,4,3.5196641170089773
3.8815637979434374,VAN,37260.0,PA_ALL,PA_ALL,17,11,318,4,2020,4,7.939946338655046
6.563121802512396,VAN,38280.0,TN_MEM,MI_RAP,17,11,318,4,2020,4,2.532201748988741
6.293030992802867,VAN,19875.0,SC_GRE,IN_IND,17,11,318,4,2020,4,2.345148227168686
6.807492830054949,VAN,10443.400390625,TX_FTW,MN_MIN,18,11,318,4,2020,4,2.0736273912697922
4.93806460126142,VAN,29939.0,PA_HAR,PA_ALL,18,11,318,4,2020,4,3.256201940153406
4.93806460126142,VAN,40128.0,PA_HAR,PA_ALL,18,11,318,4,2020,4,3.746733495366119
5.2171072780231675,VAN,10701.0,IN_IND,IL_JOL,18,11,318,4,2020,4,2.999311804943246
7.627072043944047,VAN,10000.0,CA_LAX,IN_IND,18,11,318,4,2020,4,2.815723132566038
6.575494146114361,VAN,40000.0,IL_JOL,MD_BAL,18,11,318,4,2020,4,4.102376784093887
7.350676724134255,VAN,39000.0,LA_SHR,MT_BIL,18,11,318,4,2020,4,2.888847718404273
5.7069109174433335,VAN,43470.0,OH_CLE,MI_RAP,18,11,318,4,2020,4,3.342016175786793
3.9054010922548597,VAN,45444.0,PA_ALL,PA_HAR,18,11,318,4,2020,4,9.632434702029714
6.319004184323361,VAN,43651.0,PA_ALL,NC_CHA,18,11,318,4,2020,4,2.0908540672958926
6.726353269977619,VAN,44500.0,MA_BOS,MI_RAP,18,11,318,4,2020,4,1.6205496444709577
4.866764876690289,VAN,15860.0,GA_ATL,TN_CHA,18,11,318,4,2020,4,4.251627375827771
7.213252747278371,VAN,7788.0,LA_NEW,NY_ELM,18,11,318,4,2020,4,2.456592128172872
7.3218034825220455,VAN,43651.0,PA_ALL,TX_DAL,18,11,318,4,2020,4,1.9945823751109788
7.809663090303035,REEFER,37587.0,NC_CHA,CA_LAX,18,11,318,4,2020,4,1.5088659109900897
7.352248742751679,REEFER,34769.0,AR_FAY,CA_LAX,18,11,318,4,2020,4,2.0009672817779762
7.233166550611351,VAN,43200.0,TX_DAL,CA_ONT,18,11,318,4,2020,4,1.2271613675348005
6.600169734305748,VAN,22042.0,NJ_ELI,MI_RAP,18,11,318,4,2020,4,1.8519476425725192
5.840060057442549,VAN,30000.0,CA_ONT,CA_STK,18,11,318,4,2020,4,3.5485807957676596
6.05422806494191,VAN,42328.0,PA_ALL,WV_CHA,18,11,318,4,2020,4,2.1572653148146768
6.444242549909695,VAN,8000.0,PA_PIT,MO_STL,18,11,318,4,2020,4,2.0489556394157633
7.627072043944047,VAN,10000.0,CA_LAX,IN_IND,19,11,318,4,2020,4,2.823269524321256
5.958967159447279,VAN,15318.0,NY_ELM,ME_AUG,19,11,318,4,2020,4,3.177308602496908
7.633234098722942,VAN,18000.0,CA_ONT,KY_LOU,19,11,318,4,2020,4,3.004679087923088
6.922673476552408,VAN,42000.0,IL_JOL,MA_BOS,19,11,318,4,2020,4,3.6446277496519652
6.785587645007929,REEFER,44000.0,IL_JOL,TX_DAL,19,11,318,4,2020,4,2.606267921744407
7.004210266667083,VAN,20000.0,IA_DES,NJ_ELI,19,11,318,4,2020,4,3.276136960606493
7.352248742751679,REEFER,35215.0,AR_FAY,CA_LAX,19,11,318,4,2020,4,1.9602643332540048
8.000315927472139,REEFER,16978.0,MA_BOS,CA_LAX,19,11,318,4,2020,4,1.401655929232462
6.30955455352847,VAN,42000.0,TN_CHA,FL_JAX,19,11,318,4,2020,4,2.547737168677947
7.855808182590848,REEFER,40625.0,SC_COL,CA_FRS,19,11,318,4,2020,4,1.4355726649854037
6.750750544454213,VAN,34481.0,MD_BAL,MO_GIR,20,11,318,4,2020,4,2.100716086162369
6.744059186311348,VAN,38800.0,AL_DEC,PA_HAR,20,11,318,4,2020,4,3.5493316940552164
6.7681483386316295,VAN,32249.0,MD_BAL,MO_GIR,20,11,318,4,2020,4,2.0540289038904187
6.897088606412417,REEFER,16936.0,OR_POR,CA_LAX,20,11,318,4,2020,4,2.100279370161297
7.672120132966649,VAN,7116.0,CA_FRS,IN_IND,20,11,318,4,2020,4,2.708271322337809
5.974140358395129,REEFER,42000.0,MA_BOS,MD_BAL,20,11,318,4,2020,4,3.038538263538569
6.596053717357853,VAN,13720.0,TN_NAS,NY_BUF,20,11,318,4,2020,4,3.467042171437301
6.8259593925254345,VAN,15641.0,TN_NAS,NY_BRN,20,11,318,4,2020,4,3.9882720521695436
6.823209941734519,VAN,11932.0,TN_NAS,NY_BRN,20,11,318,4,2020,4,3.9463031149757124
6.076035420515451,VAN,36818.0,TX_HOU,OK_OKC,21,11,318,4,2020,4,1.8914123745044102
6.076035420515451,VAN,15140.0,OK_OKC,TX_HOU,21,11,318,4,2020,4,1.9082634381290084
6.2179026532047414,VAN,43215.0,TX_DAL,TX_MCA,21,11,318,4,2020,4,1.1584589137702739
6.553705496084502,VAN,22000.0,PA_HAR,GA_ATL,21,11,318,4,2020,4,2.1088396224561863
7.864592748746917,VAN,15000.0,PA_HAR,CA_ONT,21,11,318,4,2020,4,1.140757381782803
6.785587645007929,REEFER,44000.0,IL_JOL,TX_DAL,21,11,318,4,2020,4,2.609947539093501
5.815919992779927,VAN,25000.0,NC_GRE,GA_ATL,21,11,318,4,2020,4,2.3458897621533032
6.130247723241109,VAN,16000.0,OH_COL,MO_STL,22,11,318,4,2020,4,1.7690277552302722
6.130247723241109,VAN,16000.0,OH_COL,MO_STL,22,11,318,4,2020,4,1.7690277552302722
